Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000199,"CG0406, SEND64, TIG0563",Value length of --TEST > 40.,Raise an error when length of --TEST > 40.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.3, 3.2, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Exclude"":[""IE""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000541,"CG0372, TIG0536","IETESTCD > 8 chars or contains more than only letters, numbers, underscores, or starts with a number.","Part B - Raise an error when IETESTCD > 8 chars or contains more than only letters, numbers and underscores, or starts with a number.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000220,"CG0372, TIG0536","'--TESTCD > 8 chars or contains more than only letters, numbers, underscores, or starts with a number.","Part A - Raise an error when --TESTCD > 8 chars or contains more than only letters, numbers and underscores, or starts with a number.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000502,"CG0369, TIG0533",RDOMAIN does not represent a dataset present in the study.,Raise an error when RDOMAIN is populated but the referenced RDOMAIN doesn't exist as a dataset in the present study,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""CO"",""RELREC"",""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000159,"CG0341, TIG0506",'--TESTCD is equal to 'OTHER',Raise an error when --TESTCD = 'OTHER',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000219,"CG0350, SEND44, TIG0515",'--SCAT is equal to domain dataset label.,Raise an error when --SCAT = domain dataset label.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, TIG","3.4, 3.3, 3.2, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000272,"CG0336, SEND46, TIG0501",'--CAT is equal to DOMAIN.,Raise an error when --CAT = DOMAIN.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.3, 3.2, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000538,"CG0334, TIG0500",RDOMAIN does not match characters 5 and 6 of the dataset name,Trigger error when RDOMAIN does not match characters 5 and 6 of the Supplementary dataset name,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000014,"CG0087, TIG0352","'--OCCUR should only be provided when --PRESP is equal to ""Y"".","Raise an error when --PRESP is not equals to ""Y"" and --OCCUR is present in dataset or --STAT is equal to ""NOT DONE"" and --OCCUR is not blank","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""AE"",""DS"",""DV"",""EX""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000081,"CG0056, TIG0330",'--STAT is present when --PRESP is not present.,Raise an error when --PRESP is not present but --STAT is present.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""DS"",""DV"",""EX""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000117,"CG0081, TIG0346",'--STAT should equal 'NOT DONE' when --PRESP = 'Y' and --OCCUR = null,Raise an error when --STAT not equal to 'NOT DONE' when --PRESP = 'Y' and --OCCUR is null,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""DS"",""DV"",""EX""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000135,"CG0204, TIG0424",IDVAR is not empty but IDVARVAL is empty.,Raise an error when IDVAR is not empty and IDVARVAL is empty.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000134,"CG0203, TIG0423",RDOMAIN is not 'DM' but IDVAR is empty.,Raise an error when RDOMAIN ^= 'DM' and IDVAR is empty.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000225,"CG0094, TIG0359","'--STAT should be ""NOT DONE"" when --REASND is provided.","Raise an error when --REASND is provided and --STAT is not equal to ""NOT DONE"".","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""EX"",""AE"",""DS"",""DV"",""IE""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000166,"CG0091, TIG0356",'--TPT is not present when --TPTNUM is present in a dataset,Raise an error when --TPT is not present but --TPTNUM is present in dataset.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000015,"CG0088, TIG0353",'--PRESP is missing in dataset when --OCCUR is present.,Raise an error when --PRESP does not exists in a dataset and --OCCUR exist.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""AE"",""DS"",""DV"",""EX""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000030,"CG0053, TIG0329",'--REASND should not be present in dataset when --PRESP is not present in dataset,Raise and error when --REASND is present in dataset and --PRESP is not present in dataset,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""DS"",""DV"",""EX""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000355,"CG0014, SEND12, TIG0299, TIG0057",At least one required variable is missing from dataset,Part A: Raise an error when a Required variable is not present in the dataset.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000354,"CG0007, TIG0292","The date portion of --DTC is not complete date or the date portion of DM.RFSTDTC is not complete date, but --DY is not empty","Raise an error when the date portion of --DTC is an incomplete date or the date portion of DM.RFSTDTC is an incomplete date, but --DY is not empty","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000587,CG0284,TSVAL must be an integer greater than zero when TSPARMCD is NARMS,Check that TVAL is an integer > 0 when TSPARMCD is NARMS,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000586,CG0398,Multiple records exist within the same EPOCH for a subject when DSCAT = DISPOSITION EVENT,Raise an error when DSCAT = DISPOSITION EVENT and there is more than one record per subject for an EPOCH,SDTMIG,3.2,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
CORE-000582,CG0262,TSVALn is null when TSVAL(n+1) is populated.,Raise an error when TSVAL(n+1) ^= null and TSVALn = null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000579,CG0408,Dataset has no record.,Raise an error when a dataset has no records.,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000564,CG0458,TSPARMCD = INDIC or TSPARMCD = TDIGRP but TSVCDREF is not equal to 'SNOMED'.,Raise an error when TSPARMCD = INDIC or TSPARMCD = TDIGRP but TSVCDREF is not equal to 'SNOMED'.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000563,CG0282,TSVAL must be either Y or N when TSPARMCD is ADAPT,TSVAL must be either Y or N when TSPARMCD is ADAPT,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000562,CG0273,A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = N but TSVAL for TSPARMCD = TDIGRP is empty.,Raise an error when a record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = N but TSVAL for TSPARMCD = TDIGRP is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0238,CG0238,'--ORRES date/time value is not in ISO 8601 date format,"Where -ORRES is a date or time, it must be entered in an ISO 8601 format",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
CORE-000543,CG0127,ARMCD does not equal ACTARMCD when subject is either a screen failure or not assigned to treatment,"Raise an error when ACTARMCD equals ""SCRFNFAIL"" or ""NOTASSGN"" but ARMCD doesn't equal ACTARMCD.",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000211,CG0528,Population flag is present in SUPPDM,SUPPDM must not include population flags.,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0347,CG0347,"'--ORRES is equal to MULTIPLE when it is not a valid response in the context of the finding (e.g., Questionnaire CT)","Trigger error when --ORRES is equal to MULTIPLE when it is not a valid response in the context of the finding (e.g., Questionnaire CT)",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0188,CG0188,LBORNRLO is not expressed using the units in LBSTRESU,Trigger error if LBORNRLO is not expressed using the units in LBSTRESU,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]}}",Fully Executable,Draft
CORE-000533,CG0138,A SUPP domain other than SUPPDM contains population flags (name fragments reserved),,SDTMIG,3.2,"{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Exclude"":[""SUPPDM""]}}",Fully Executable,Published
CORE-000532,CG0275,A record exists in TS where TSPARMCD = ADDON and TSVAL = Y but TSVAL for TSPARMCD = CURTRT is empty.,Raise an error when a record exists in TS where TSPARMCD = ADDON and TSVAL = Y but TSVAL for TSPARMCD = CURTRT is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000531,"CG0126, CG0128",DM.ARMCD must equal SCRNFAIL or NOTASSGN if the value is not present in TA.ARMCD,"ARMCD values in Demographics are restricted to ARMCD values in  Trial Arms when DM.ARMCD is not equal to ""SCRNFAIL"" or ""NOTASSGN""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000181,CG0309,AP-- Domain value length is not equal to 4.,Raise an error when AP-- domain value length is not equal to 4.,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AP--""]}}",Fully Executable,Published
CORE-000226,CG0352,'--DTHREL must never be used in SDTM-based data for human clinical trials,Verifying presence of SEND variable --DTHREL,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000230,CG0362,USUBJID must be null when POOLID is populated,"Verify that when POOLID is populated, USUBJID is not populated",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""RELSUB""]}}",Fully Executable,Published
CORE-000231,CG0363,RSUBJID when populated cannot equal USUBJID,"Verify that when RSUBJID populated, RSUBJID does not equal USUBJID",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""RELSUB""]}}",Fully Executable,Published
CORE-000235,CG0367,RSUBJID must equal DM.USUBJID when RSUBJID is populated and RSUBJID does not equal POOLID,Verify that RSUBJID=DM.USUBJID when RSUBJID is populated and RSUBJID is not equal to POOLID,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AP--""]}}",Fully Executable,Published
CORE-000515,CG0412,"DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"" but there are no DS records for the same subject","Raise an error when DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"", and there are no DS records for the same subject",SDTMIG,3.2,"{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000510,CG0017,Split dataset name is not 3 or 4 characters in length,Split datasets (excluding supplemental qualifiers) is expected to have a have a length of 3 or 4 characters,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""SUPP--"",""AP--""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000506,CG0286,Invalid date for TSVAL for TSPARMCD = SENDTC (Study End Date),Raise an error when TSVAL for TSPARMCD=SENDTC is not a valid date/time,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000504,CG0283,Invalid date for TSVAL for TSPARMCD = DCUTDTC (Data Cutoff Date),Raise an error when TSVAL for TSPARMCD=DCUTDTC is not a valid date/time,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000501,CG0216,VISITDY is populated when SVUPDES is also populated.,Raise an error if SVUPDES is not null when VISITDY is populated.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Published
CORE-000497,CG0279,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = PCLAS is empty when PCLAS is applicable.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TPCLAS is empty but applicable.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Partially Executable - Possible Overreporting,Published
CORE-000483,CG0455,TSPARMCD = PCLAS but TSVCDREF does not equal 'MED-RT'.,Raise an error when TSPARMCD = PCLAS but TSVCDREF is not equal to 'MED-RT'.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000473,CG0272,A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALTHY SUBJECTS.,Raise an error when a record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALTHY SUBJECTS.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000470,CG0278,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000469,CG0277,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000468,CG0276,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
FDA.TRC1734b,TRC1734,Parameter SSTDTC is missing in ts.xpt.,Information on study start date is missing.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000467,CG0441,TSVAL is missing when TSPARMCD = STOPRULE.,Raise an error when TSPARMCD = STOPRULE and TSVAL is not completed.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
,"FULL_TEMPLATE, ",,,"ADaMIG, USDM, SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, SENDIG-AR, Define-XML","1.0 | 1.1 | 1.2 | 1.3, 3.0 | 4.0, 3.2 | 3.3 | 3.4, 3.0 | 3.1 | 3.1.1, 1.1 | 1.2, 1, 1.0, 1.0 | 1.1, 1.0 | 2.0, 3.1.2 | 3.1.3 | 3.2","{""Classes"":{""Exclude"":[""ALL"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS"",""RELATIONSHIP"",""SPECIAL PURPOSE"",""STUDY REFERENCE"",""TRIAL DESIGN""],""Include"":[""ALL"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS"",""RELATIONSHIP"",""SPECIAL PURPOSE"",""STUDY REFERENCE"",""TRIAL DESIGN""]},""Datasets"":{""Exclude"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""Include"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""]},""Domains"":{""Exclude"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""Include"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""include_split_datasets"":""true | false""},""Entities"":{""Exclude"":[""""],""Include"":[""""]},""Subclasses"":{""Exclude"":[""ADVERSE EVENT"",""ALL"",""MEDICAL DEVICE TIME-TO-EVENT"",""NON-COMPARTMENTAL ANALYSIS"",""TIME-TO-EVENT""],""Include"":[""ADVERSE EVENT"",""ALL"",""MEDICAL DEVICE TIME-TO-EVENT"",""NON-COMPARTMENTAL ANALYSIS"",""TIME-TO-EVENT""]},""Data_Structures"":{""Exclude"":[""ADAM OTHER"",""ALL"",""BASIC DATA STRUCTURE"",""DEVICE LEVEL ANALYSIS DATASET"",""MEDICAL DEVICE BASIC DATA STRUCTURE"",""MEDICAL DEVICE OCCURRENCE DATA STRUCTURE"",""OCCURRENCE DATA STRUCTURE"",""SUBJECT LEVEL ANALYSIS DATASET""],""Include"":[""ADAM OTHER"",""ALL"",""BASIC DATA STRUCTURE"",""DEVICE LEVEL ANALYSIS DATASET"",""MEDICAL DEVICE BASIC DATA STRUCTURE"",""MEDICAL DEVICE OCCURRENCE DATA STRUCTURE"",""OCCURRENCE DATA STRUCTURE"",""SUBJECT LEVEL ANALYSIS DATASET""]}}",Fully Executable | Not Executable | Partially Executable | Partially Executable - Possible Overreporting | Partially Executable - Possible Underreporting,Draft
CDISC.SDTMIG.CG0002,CG0002,"'--DUR exists in a dataset, confirm collected and not derived.","Raise a message when --DUR exists in a dataset, confirm collected and not derived.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0321,CG0321,Custom domain is not based on one of the observation classes,Trigger error when a custom domain is present and is not based on one of the observation classes,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000453,CG0433,"Missing value for AGE, when AGEU is provided","Raise an error when AGE is empty, but AGEU is not empty.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000452,CG0432,"Missing value for AGEU, when AGE or AGETXT is provided","Raise an error when AGEU is empty, but AGE or AGETXT is not empty.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0464,CG0464,'--TERM is not present in custom events dataset,Trigger error when --TERM is not present in custom events dataset,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0463,CG0463,'--TRT is not present in custom interventions dataset,Trigger error when --TRT is not present in custom interventions dataset,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000377,CG0129,DM.ARMCD must equal DM.ACTARMCD when subject is either a screen failure or not assigned to treatment,"ARMCD value must match ACTARMCD value in Demographics when ARMCD equals ""SCRFNFAIL"" or ""NOTASSGN""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000375,CG0202,QORIG = ASSIGNED but QEVAL is not populated,Raise an error when QORIG = ASSIGNED and QEVAL is not populated.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CORE-000216,CG0545,MIDSTYPE is not unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',MIDSTYPE must be unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SM""]}}",Fully Executable,Published
CORE-000373,CG0271,"For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000372,CG0269,"For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000371,CG0244,"ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""","Raise an error when ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""",SDTMIG,3.2,"{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA"",""TV""]}}",Fully Executable,Published
CORE-000365,CG0077,"MHCAT is grouping all records into one generic group. If no smaller categorization can be applied, then it is not necessary to include or populate this variable.","MHCAT should not group all records.  If no smaller categorization can be applied, then it is not necessary to include or populate this variable.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""MH""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000362,CG0037,Primary analysis was used but --SOCCD and --BDSYCD are not equal,Raise an error when primary SOC is used for analysis and SOC Code is not equal to Body System Code,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Exclude"":[""DS"",""DV"",""HO""]}}",Fully Executable,Published
CORE-000205,CG0399,'--ULOQ is not expressed using the units in --STRESU,Trigger error when --ULOQ is not expressed using the units in --STRESU,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000343,CG0011,Variable format does not match SDTM-specified controlled terminology or format guidelines for variables (when provided),Trigger error when variable format does not match SDTM-specified controlled terminology or format guidelines for variables (when provided),SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000344,CG0020,"Variable is not equal to value within the extensible codelist, nor equal to MULTIPLE","Trigger error if the value of a variable, which is associated with an extensible codelist, is in the associated codelist or equal to 'MULTIPLE'",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000345,CG0021,"Variable is not equal to value within the extensible codelist, nor equal to OTHER","Trigger error if the value of a variable, which is associated with an extensible codelist, is in the associated codelist or equal to 'OTHER'",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000346,CG0047,'--MODIFY is not populated when --TERM has been modified for coding,Trigger error when --TERM has been modified for coding and --MODIFY is null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
